CourseNo	SNo	Slot	AdditionalSlot	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
PH6012	1170	F		Fundamentals of Semiconductor Physics and Devices	Abhishek Misra	3	9	Basic solid state physics, Familiarity with Band s		40	20	Yes			HSB 210	Y	Santhosh P N	SI
PH6013	1171	C		Functional Materials Sensors and Transducers	HARISH KUMAR N	3	9			20	10	Yes			HSB 211	Y	Santhosh P N	SI
PH6015	1172	R		Advanced Materials and Nanotechnology Lab	Abhishek Misra	4	8			20	10	Yes			HSB 211	Y	Santhosh P N	SI
PH6015	1173	R		Advanced Materials and Nanotechnology Lab	MURUGAVEL P	4	8			20	10	Yes			HSB 211	N	Santhosh P N	SI
PH6021	1174	ZZ		Introduction to Research	DAWOOD KOTHAWALA	2	0	NIL		0	0	No			HSB 263	Y	Santhosh P N	
PH6999	1175	XX		Special Topics in Physics	MAHAVEER KUMAR JAIN	3	6			0	0	No				Y	Santhosh P N	
PH7080	1176	C		Foundations in Theoretical Physics	SRIRAMKUMAR L	4	12	NULL		0	0	No			HSB 263	Y	Santhosh P N	
PH7090	1177	B		Foundations in Experiemntal Physics	MANU JAISWAL	4	12	NULL		0	0	No			HSB 263	Y	Santhosh P N	
PH7999	1178	YY		Special Topics in Physics	MAHAVEER KUMAR JAIN	3	6			0	0	No				Y	Santhosh P N	
WS1302	1179	UU		Workshop-II	SHANKAR KRISHNAPILLAI	2	3	NULL		0	0	No				Y	Chakravarthy Balaji	
TA-E		E		-	-	0	0	-	-	-	-	Yes						
