SNo	Slot	AdditionalSlot	CourseNo	CourseName	InstructorName	OldCredit	NewCredit	Prerequisite	Period	Maxoverallstrength	MinOtherBranchStrength	OfferedforBTechDD	ElectiveVacancy	ElectiveRegn	RoomNo	Coordinator	CCChairperson	AllocationType
1173	F 		PH5870	Introduction to General Relativity	SRIRAMKUMAR L	3	9			50	30	Yes			HSB 263	Y	Santhosh P N	SI
1174	ZZ		PH6021	Introduction to Research	SUDAKAR CHANDRAN	2	0	NIL		0	0	No				Y	Santhosh P N	
1175	E 		PH6022	Introduction to Nanoscience	SOMNATH CHANDA ROY	3	9	Nil		20	10	Yes			HSB 317	Y	Santhosh P N	SI
1176	E 		PH6022	Introduction to Nanoscience	BUKKE RAVINDRA NAIK	3	9	Nil		20	10	Yes			HSB 317	N	Santhosh P N	SI
1177	MM		PH6999	Special Topics in Physics	PRASANTA KUMAR TRIPATHY	3	6			0	0	No				Y	Santhosh P N	
1178	A 		PH7080	Foundations in Theoretical Physics	DAWOOD KOTHAWALA	4	12	NULL		0	0	No			HSB 263	Y	Santhosh P N	
1179	C 		PH7090	Foundations in Experiemntal Physics	SUDAKAR CHANDRAN	4	12	NULL		0	0	No			HSB 263	Y	Santhosh P N	
1180	C 		PH7090	Foundations in Experiemntal Physics	RAMACHANDRA  RAO MS	4	12	NULL		0	0	No			HSB 263	N	Santhosh P N	
1181	Q1		PH7999	Special Topics in Physics	PRASANTA KUMAR TRIPATHY	3	6			0	0	No				Y	Santhosh P N	
1182	UU		WS1301	Workshop-I	SHANKAR KRISHNAPILLAI	4	3	NULL		0	0	No				Y	Chakravarthy Balaji	
